6.981767714023590088e-03 9.556984878145158291e-04 -4.234708379954099655e-03 -4.715257091447710991e-04 4.792490974068641663e-03 1.103494549170136452e-03 -1.400203036610037088e-04 1.112176850438117981e-02 -1.426885183900594711e-02 2.721433993428945541e-03 1.057466678321361542e-02 -1.328098401427268982e-02 -1.610995968803763390e-03 -5.534172058105468750e-03 5.735296756029129028e-03 -4.297445528209209442e-03 1.904718810692429543e-03 -4.928213544189929962e-03 3.915870562195777893e-03 -6.098590791225433350e-03
9.556984878145158291e-04 3.548809885978698730e-02 -1.268554851412773132e-02 3.924394398927688599e-02 -2.424699254333972931e-03 -2.918774262070655823e-03 -1.521377265453338623e-02 -1.224652305245399475e-02 9.402780793607234955e-03 -3.610463812947273254e-03 2.274080365896224976e-02 1.908910693600773811e-03 -1.282413117587566376e-02 2.285921946167945862e-02 -3.276389092206954956e-03 -4.016381874680519104e-02 1.745259389281272888e-02 2.396212145686149597e-02 -4.955535987392067909e-04 -2.005227282643318176e-02
-4.234708379954099655e-03 -1.268554665148258209e-02 3.287886083126068115e-02 -4.009559005498886108e-02 -8.477147668600082397e-03 3.868135064840316772e-02 1.816927269101142883e-02 1.491997390985488892e-03 -1.054679788649082184e-02 6.918382830917835236e-03 3.404275514185428619e-03 1.491526491008698940e-03 -5.344211123883724213e-03 3.888817154802381992e-04 1.672175526618957520e-02 3.772033378481864929e-02 -1.731226593255996704e-02 -2.933164313435554504e-02 8.799185045063495636e-03 4.550781566649675369e-03
-4.715251852758228779e-04 3.924394398927688599e-02 -4.009559005498886108e-02 9.837663173675537109e-02 1.409487682394683361e-03 -3.168404474854469299e-02 -1.915600150823593140e-02 -2.013860456645488739e-02 3.637739643454551697e-02 -5.458699539303779602e-03 5.462270230054855347e-03 1.411708444356918335e-02 -1.672684028744697571e-02 3.960596397519111633e-02 -1.141188107430934906e-02 -5.930451303720474243e-02 3.731564804911613464e-02 7.412584125995635986e-02 -1.356614567339420319e-02 -2.053635381162166595e-02
4.792491905391216278e-03 -2.424699254333972931e-03 -8.477146737277507782e-03 1.409486983902752399e-03 2.362968400120735168e-02 -4.676862619817256927e-03 9.057207964360713959e-03 5.690086167305707932e-03 -2.712832298129796982e-03 1.596893882378935814e-03 2.454826608300209045e-03 6.762159056961536407e-03 2.962645143270492554e-03 4.485357087105512619e-03 -1.185921486467123032e-03 -8.107309229671955109e-03 8.158378303050994873e-03 -2.679314697161316872e-03 -3.341147676110267639e-03 -7.747191702947020531e-04
1.103494782000780106e-03 -2.918774262070655823e-03 3.868135064840316772e-02 -3.168404474854469299e-02 -4.676863085478544235e-03 6.039223074913024902e-02 1.264232210814952850e-02 -6.673594471067190170e-03 -1.307593379169702530e-02 2.219918929040431976e-02 1.711501181125640869e-02 8.635139092803001404e-03 -1.813386566936969757e-02 3.799287229776382446e-02 7.765449117869138718e-03 8.347927592694759369e-03 2.469943370670080185e-03 -2.731420472264289856e-02 2.575896214693784714e-03 4.139128141105175018e-03
-1.400204782839864492e-04 -1.521377265453338623e-02 1.816927269101142883e-02 -1.915600150823593140e-02 9.057207964360713959e-03 1.264232210814952850e-02 3.407812863588333130e-02 6.663055624812841415e-03 1.611394993960857391e-02 1.074410136789083481e-02 -1.339031662791967392e-02 2.402004599571228027e-02 -9.062789380550384521e-03 3.357408568263053894e-03 -2.630563452839851379e-03 3.351190313696861267e-02 -9.709066711366176605e-03 -1.898551918566226959e-02 -9.400730021297931671e-03 2.467788755893707275e-02
1.112176850438117981e-02 -1.224652491509914398e-02 1.491996692493557930e-03 -2.013860456645488739e-02 5.690086167305707932e-03 -6.673595868051052094e-03 6.663055624812841415e-03 4.822588339447975159e-02 -2.962253242731094360e-02 1.577979326248168945e-02 3.004811704158782959e-03 -1.661470159888267517e-02 -1.863809418864548206e-03 -2.949613519012928009e-02 -6.857703439891338348e-03 2.559012919664382935e-02 -3.476573619991540909e-03 -2.422289177775382996e-02 9.389297338202595711e-04 1.186013314872980118e-02
-1.426885183900594711e-02 9.402781724929809570e-03 -1.054679788649082184e-02 3.637739643454551697e-02 -2.712832298129796982e-03 -1.307593472301959991e-02 1.611394993960857391e-02 -2.962253428995609283e-02 2.369695529341697693e-02 -5.765180103480815887e-03 -1.074544806033372879e-02 1.304587349295616150e-02 8.590582758188247681e-03 4.249651357531547546e-02 5.099594593048095703e-03 -3.092656843364238739e-02 9.182676672935485840e-03 2.745572477579116821e-02 -4.957117605954408646e-03 -1.348206214606761932e-02
2.721433993428945541e-03 -3.610462415963411331e-03 6.918381899595260620e-03 -5.458700004965066910e-03 1.596893882378935814e-03 2.219918742775917053e-02 1.074410136789083481e-02 1.577979326248168945e-02 -5.765178240835666656e-03 1.132712792605161667e-02 5.265022162348031998e-03 3.369061276316642761e-03 -1.151022687554359436e-02 3.528103232383728027e-03 8.514920249581336975e-03 2.045307867228984833e-02 -7.201230153441429138e-03 -6.962765008211135864e-03 3.879630938172340393e-03 4.956518765538930893e-03
