4.777525365352630615e-02 -3.857474774122238159e-03 -1.613095030188560486e-02 -1.307325437664985657e-02 -6.554166320711374283e-03 -1.510318135842680931e-03 7.757650455459952354e-04 7.043776568025350571e-04 -7.566225249320268631e-04 -2.645047381520271301e-03 -4.249594174325466156e-03 -5.168988369405269623e-03 -5.276380106806755066e-03 -4.645071923732757568e-03 -3.467956325039267540e-03 -1.987361349165439606e-03 -4.422528436407446861e-04 9.661004296503961086e-04 2.092083450406789780e-03 2.850747201591730118e-03 3.213685704395174980e-03 3.199278376996517181e-03 2.860210370272397995e-03 2.270508557558059692e-03 1.513613387942314148e-03 6.724385311827063560e-04 -1.781511818990111351e-04 -9.763399139046669006e-04 -1.676046405918896198e-03 -2.247625496238470078e-03 -2.676993841305375099e-03 -2.963666571304202080e-03 -3.118071472272276878e-03 -3.158568870276212692e-03 -3.108436241745948792e-03 -2.993089612573385239e-03 -2.837678883224725723e-03 -2.665170934051275253e-03 -2.494952175766229630e-03 -2.341952174901962280e-03
-3.857475705444812775e-03 1.358118280768394470e-02 1.085799559950828552e-02 4.014588892459869385e-03 -9.757882216945290565e-04 -2.936933655291795731e-03 -2.598876366391777992e-03 -1.138600637204945087e-03 4.570090677589178085e-04 1.586188096553087234e-03 2.013950608670711517e-03 1.771031878888607025e-03 1.039272407069802284e-03 5.544396117329597473e-05 -9.557656012475490570e-04 -1.820051111280918121e-03 -2.428554464131593704e-03 -2.736637834459543228e-03 -2.752935048192739487e-03 -2.523974981158971786e-03 -2.118191914632916451e-03 -1.611761166714131832e-03 -1.077509252354502678e-03 -5.773283191956579685e-04 -1.579307136125862598e-04 1.505902037024497986e-04 3.340261755511164665e-04 3.918831062037497759e-04 3.343787393532693386e-04 1.791485119611024857e-04 -5.191972013562917709e-05 -3.354750806465744972e-04 -6.489446386694908142e-04 -9.721546666696667671e-04 -1.288361847400665283e-03 -1.584734651260077953e-03 -1.852398505434393883e-03 -2.086134627461433411e-03 -2.283850684762001038e-03 -2.445926889777183533e-03
-1.613094843924045563e-02 1.085799653083086014e-02 1.352534256875514984e-02 8.555256761610507965e-03 3.169632982462644577e-03 -2.648015506565570831e-04 -1.602765405550599098e-03 -1.503060106188058853e-03 -7.341650780290365219e-04 1.111708115786314011e-04 6.862333975732326508e-04 8.606743067502975464e-04 6.555514410138130188e-04 1.764399930834770203e-04 -4.406395601108670235e-04 -1.066240249201655388e-03 -1.598523696884512901e-03 -1.971686026081442833e-03 -2.155648311600089073e-03 -2.150562591850757599e-03 -1.978908199816942215e-03 -1.677172491326928139e-03 -1.288362313061952591e-03 -8.559916168451309204e-04 -4.197687958367168903e-04 -1.292035449296236038e-05 3.391042118892073631e-04 6.188239785842597485e-04 8.161896839737892151e-04 9.275452466681599617e-04 9.544009808450937271e-04 9.021426667459309101e-04 7.788483053445816040e-04 5.942583666183054447e-04 3.589472034946084023e-04 8.369685383513569832e-05 -2.209450467489659786e-04 -5.449586315080523491e-04 -8.790184510871767998e-04 -1.214583520777523518e-03
-1.307325623929500580e-02 4.014589823782444000e-03 8.555256761610507965e-03 7.629608735442161560e-03 4.931819625198841095e-03 2.208586782217025757e-03 1.387405500281602144e-04 -1.143940608017146587e-03 -1.751013565808534622e-03 -1.876075053587555885e-03 -1.712542725726962090e-03 -1.417925348505377769e-03 -1.103421906009316444e-03 -8.362868102267384529e-04 -6.477346178144216537e-04 -5.424474366009235382e-04 -5.076603265479207039e-04 -5.209215451031923294e-04 -5.562249571084976196e-04 -5.885295104235410690e-04 -5.968214245513081551e-04 -5.659284652210772038e-04 -4.873304278589785099e-04 -3.591594286262989044e-04 -1.856208837125450373e-04 2.401441452093422413e-05 2.566634793765842915e-04 4.968066350556910038e-04 7.278697448782622814e-04 9.335158392786979675e-04 1.098781707696616650e-03 1.211003866046667099e-03 1.260510412976145744e-03 1.241063815541565418e-03 1.150062540546059608e-03 9.885095059871673584e-04 7.607893785461783409e-04 4.742736928164958954e-04 1.388069940730929375e-04 -2.338978229090571404e-04
-6.554167717695236206e-03 -9.757881052792072296e-04 3.169632516801357269e-03 4.931818228214979172e-03 4.679366480559110641e-03 3.207175526767969131e-03 1.289774081669747829e-03 -5.018669762648642063e-04 -1.838387106545269489e-03 -2.599157392978668213e-03 -2.812736434862017632e-03 -2.595214173197746277e-03 -2.098453231155872345e-03 -1.472566975280642509e-03 -8.426634012721478939e-04 -2.976965042762458324e-04 1.115869963541626930e-04 3.686210257001221180e-04 4.835932049900293350e-04 4.847053787671029568e-04 4.096366465091705322e-04 2.981729339808225632e-04 1.865144004113972187e-04 1.034293090924620628e-04 6.816655513830482960e-05 8.989474736154079437e-05 1.683410955592989922e-04 2.952779177576303482e-04 4.565262934193015099e-04 6.341739790514111519e-04 8.087638998404145241e-04 9.612738504074513912e-04 1.074756495654582977e-03 1.135579077526926994e-03 1.134230638854205608e-03 1.065710210241377354e-03 9.295467752963304520e-04 7.294936222024261951e-04 4.729852662421762943e-04 1.704130554571747780e-04
-1.510319299995899200e-03 -2.936932723969221115e-03 -2.648010849952697754e-04 2.208587015047669411e-03 3.207175759598612785e-03 2.823465503752231598e-03 1.617522560991346836e-03 1.725989277474582195e-04 -1.085343305021524429e-03 -1.926385448314249516e-03 -2.288310788571834564e-03 -2.224398311227560043e-03 -1.850459026172757149e-03 -1.301792450249195099e-03 -7.034116424620151520e-04 -1.530121371615678072e-04 2.857297658920288086e-04 5.824574618600308895e-04 7.348599610850214958e-04 7.611702894791960716e-04 6.921637104824185371e-04 5.638699512928724289e-04 4.116416675969958305e-04 2.658972516655921936e-04 1.495264004915952682e-04 7.679086411371827126e-05 5.342665826901793480e-05 7.764081237837672234e-05 1.416621962562203407e-04 2.335770986974239349e-04 3.392111393623054028e-04 4.438560572452843189e-04 5.337573238648474216e-04 5.972480867058038712e-04 6.255341577343642712e-04 6.131210830062627792e-04 5.579148419201374054e-04 4.610622127074748278e-04 3.265637496951967478e-04 1.607531448826193810e-04
7.757637649774551392e-04 -2.598876366391777992e-03 -1.602764939889311790e-03 1.387405209243297577e-04 1.289774430915713310e-03 1.617522677406668663e-03 1.331873005256056786e-03 7.461074274033308029e-04 1.251793000847101212e-04 -3.630165010690689087e-04 -6.451664958149194717e-04 -7.191088516265153885e-04 -6.259538931772112846e-04 -4.257429391145706177e-04 -1.796558499336242676e-04 6.095896242186427116e-05 2.597873681224882603e-04 3.964906791225075722e-04 4.649070615414530039e-04 4.698003758676350117e-04 4.231423372402787209e-04 3.405886236578226089e-04 2.385279512964189053e-04 1.319086877629160881e-04 3.284332342445850372e-05 -5.008047446608543396e-05 -1.119005028158426285e-04 -1.509704452473670244e-04 -1.683619921095669270e-04 -1.671432692091912031e-04 -1.516198972240090370e-04 -1.266271865461021662e-04 -9.693909669294953346e-05 -6.680158548988401890e-05 -3.962375922128558159e-05 -1.780359889380633831e-05 -2.678687451407313347e-06 5.415873602032661438e-06 7.018039468675851822e-06 3.359862603247165680e-06
7.043769583106040955e-04 -1.138600637204945087e-03 -1.503060106188058853e-03 -1.143940375186502934e-03 -5.018665688112378120e-04 1.725992478895932436e-04 7.461076602339744568e-04 1.158823841251432896e-03 1.397090498358011246e-03 1.475359895266592503e-03 1.423641107976436615e-03 1.278533251024782658e-03 1.076878281310200691e-03 8.515020599588751793e-04 6.286735879257321358e-04 4.269926575943827629e-04 2.573900274001061916e-04 1.239390112459659576e-04 2.518499968573451042e-05 -4.425772931426763535e-05 -9.207904804497957230e-05 -1.267744228243827820e-04 -1.563805853947997093e-04 -1.875389134511351585e-04 -2.248829114250838757e-04 -2.707517705857753754e-04 -3.251916496083140373e-04 -3.861842560581862926e-04 -4.500496143009513617e-04 -5.119448178447782993e-04 -5.664207856170833111e-04 -6.079566664993762970e-04 -6.314601050689816475e-04 -6.326730945147573948e-04 -6.084853084757924080e-04 -5.571357323788106441e-04 -4.783037584275007248e-04 -3.730962052941322327e-04 -2.439455129206180573e-04 -9.443331509828567505e-05
-7.566206622868776321e-04 4.570079036056995392e-04 -7.341650780290365219e-04 -1.751014380715787411e-03 -1.838386990129947662e-03 -1.085343305021524429e-03 1.251795329153537750e-04 1.397090498358011246e-03 2.440326847136020660e-03 3.099615452811121941e-03 3.338021924719214439e-03 3.202709369361400604e-03 2.788421232253313065e-03 2.206454053521156311e-03 1.562125748023390770e-03 9.409743361175060272e-04 4.024460213258862495e-04 -2.071540802717208862e-05 -3.192778385709971189e-04 -5.022073164582252502e-04 -5.905696889385581017e-04 -6.116395234130322933e-04 -5.938367103226482868e-04 -5.628380458801984787e-04 -5.389572470448911190e-04 -5.357575137168169022e-04 -5.597189301624894142e-04 -6.107357912696897984e-04 -6.832129438407719135e-04 -7.675099186599254608e-04 -8.515406516380608082e-04 -9.223381057381629944e-04 -9.674661559984087944e-04 -9.761800174601376057e-04 -9.402935975231230259e-04 -8.547282777726650238e-04 -7.177526131272315979e-04 -5.309544503688812256e-04 -2.989704953506588936e-04 -2.904294524341821671e-05
-2.645047614350914955e-03 1.586187630891799927e-03 1.111712772399187088e-04 -1.876075053587555885e-03 -2.599157392978668213e-03 -1.926385797560214996e-03 -3.630162100307643414e-04 1.475359662435948849e-03 3.099616384133696556e-03 4.219725262373685837e-03 4.733115434646606445e-03 4.677333869040012360e-03 4.174756817519664764e-03 3.383634146302938461e-03 2.461327007040381432e-03 1.540813245810568333e-03 7.189055904746055603e-04 5.354732275009155273e-05 -4.326797788962721825e-04 -7.454255828633904457e-04 -9.099435992538928986e-04 -9.624949307180941105e-04 -9.428157936781644821e-04 -8.881916874088346958e-04 -8.293647551909089088e-04 -7.882124045863747597e-04 -7.769695366732776165e-04 -7.987036369740962982e-04 -8.486616425216197968e-04 -9.161867783404886723e-04 -9.868626948446035385e-04 -1.044664648361504078e-03 -1.073903869837522507e-03 -1.060848357155919075e-03 -9.949363302439451218e-04 -8.695593569427728653e-04 -6.824260344728827477e-04 -4.355416167527437210e-04 -1.348740188404917717e-04 2.102334983646869659e-04
