1.539769768714904785e+00,-8.844881057739257812e-01,-1.528380155563354492e+00,4.899569153785705566e-01,3.719891011714935303e-01,7.164114117622375488e-01,-1.073629736900329590e+00,-2.057343274354934692e-01,-4.071946144104003906e-01,-9.117941260337829590e-01,1.354985356330871582e+00,4.290232360363006592e-01,-4.252744913101196289e-01,-2.742450535297393799e-01,-1.328657388687133789e+00,8.574988245964050293e-01,7.935685664415359497e-02,6.839034557342529297e-01,-6.888079643249511719e-01,-7.997232675552368164e-02,-8.734257817268371582e-01,1.069441556930541992e+00,1.843050122261047363e+00,2.244908362627029419e-01,3.411643207073211670e-01,1.274901032447814941e+00,5.512984395027160645e-01,-4.873152077198028564e-01,-2.048742324113845825e-01,5.366775989532470703e-01
1.706979870796203613e-01,-1.858986258506774902e+00,-6.303883194923400879e-01,1.465577363967895508e+00,3.318278789520263672e-01,9.679764509201049805e-02,-1.153263926506042480e+00,4.658674001693725586e-01,2.319734841585159302e-01,1.031687706708908081e-01,1.563905119895935059e+00,-4.637460112571716309e-01,-8.264822363853454590e-01,-6.750647723674774170e-02,-3.482145369052886963e-01,1.550213932991027832e+00,-1.113468632102012634e-01,1.346048265695571899e-01,-8.447143435478210449e-01,1.244650334119796753e-01,-4.329440370202064514e-02,1.108149647712707520e+00,3.951707184314727783e-01,-1.552688121795654297e+00,-9.143272042274475098e-01,-4.380562901496887207e-02,-1.028357505798339844e+00,-1.369425296783447266e+00,-1.497686505317687988e-01,4.754814505577087402e-01
5.759652256965637207e-01,-7.444825768470764160e-01,1.244125485420227051e+00,1.842204332351684570e+00,-4.933205246925354004e-01,-5.091583728790283203e-01,-8.402554988861083984e-01,9.858324527740478516e-01,7.875213027000427246e-02,-1.506162285804748535e-01,5.288744568824768066e-01,-1.534786224365234375e+00,-5.922093391418457031e-01,5.312967300415039062e-01,1.499437540769577026e-01,1.106741189956665039e+00,-1.099994778633117676e+00,-3.326525092124938965e-01,-6.357815861701965332e-01,5.721085667610168457e-01,1.736996322870254517e-01,5.512399077415466309e-01,-6.427161097526550293e-01,-1.373127698898315430e+00,4.865803718566894531e-01,1.151995778083801270e+00,1.048045977950096130e-01,4.219267964363098145e-01,1.510647892951965332e+00,1.066421151161193848e+00
-1.095392823219299316e+00,-1.398782491683959961e+00,6.753177642822265625e-01,-1.182553246617317200e-01,-2.115709304809570312e+00,-6.805559992790222168e-01,-1.709692180156707764e-01,1.204673528671264648e+00,-4.118669629096984863e-01,-3.303024768829345703e-01,2.394212782382965088e-01,-1.108184337615966797e+00,7.743716239929199219e-01,1.176017999649047852e+00,6.207548826932907104e-02,3.715287446975708008e-01,-1.429049968719482422e+00,3.037335276603698730e-01,2.015326768159866333e-01,9.516554474830627441e-01,-2.657327800989151001e-02,1.618078164756298065e-02,-8.025269508361816406e-01,-3.276226520538330078e-01,1.414662718772888184e+00,6.884372830390930176e-01,-7.933369278907775879e-01,-2.989142835140228271e-01,1.333461403846740723e-01,-9.546148777008056641e-01
-5.804650187492370605e-01,2.102464437484741211e-01,1.794818758964538574e+00,7.446414232254028320e-02,-7.946171760559082031e-01,1.455991864204406738e+00,1.255235552787780762e+00,1.271073818206787109e+00,-8.204244375228881836e-01,-1.027541160583496094e-01,3.914251327514648438e-01,-5.599836111068725586e-01,1.204147458076477051e+00,2.897080183029174805e-01,-1.017355561256408691e+00,-3.552181720733642578e-01,-1.157367587089538574e+00,1.017973303794860840e+00,3.022707104682922363e-01,2.541939020156860352e-01,-7.024168968200683594e-01,-4.364745318889617920e-01,-4.694223403930664062e-01,4.553003609180450439e-01,1.060788512229919434e+00,-5.375816822052001953e-01,-1.269999980926513672e+00,-6.026005838066339493e-03,4.024970829486846924e-01,-3.122944533824920654e-01
-9.920202493667602539e-01,2.308451533317565918e-01,6.956579685211181641e-01,-1.450409770011901855e+00,-1.078470706939697266e+00,9.634498357772827148e-01,-4.637656509876251221e-01,-8.941962122917175293e-01,-2.037875413894653320e+00,-1.368944793939590454e-01,2.165856063365936279e-01,-5.450084209442138672e-01,8.548139929771423340e-01,-6.925320625305175781e-01,-1.053542137145996094e+00,3.845949769020080566e-01,1.731503941118717194e-02,1.601740956306457520e+00,-1.279691457748413086e-01,-3.125385344028472900e-01,-6.144511699676513672e-01,1.332519054412841797e-01,3.501906692981719971e-01,8.355064988136291504e-01,3.272630870342254639e-01,-1.094634294509887695e+00,-5.112503170967102051e-01,9.766006469726562500e-01,6.524017453193664551e-01,-2.072295546531677246e-01
-2.034214019775390625e+00,1.855291724205017090e-01,1.632337272167205811e-01,-1.271300554275512695e+00,3.995600342750549316e-01,1.688027262687683105e+00,-4.159432351589202881e-01,-1.221466287970542908e-01,-7.179475575685501099e-02,1.944544911384582520e+00,1.103393316268920898e+00,3.306614980101585388e-02,9.423975944519042969e-01,-7.444111704826354980e-01,-1.065849289298057556e-01,1.161907434463500977e+00,1.875206828117370605e-01,6.745181679725646973e-01,-1.133284926414489746e+00,-9.068100452423095703e-01,1.770726293325424194e-01,1.761827319860458374e-01,4.748546779155731201e-01,2.699024975299835205e-01,-9.494673013687133789e-01,-8.910770416259765625e-01,5.179082155227661133e-01,8.184884786605834961e-01,-1.464320272207260132e-01,-5.594018101692199707e-01
-9.359037876129150391e-01,1.698636293411254883e+00,6.471244692802429199e-01,-4.423738718032836914e-01,1.252153515815734863e+00,9.153289198875427246e-01,-1.464695334434509277e+00,-2.937138676643371582e-01,-4.131377115845680237e-02,9.229450225830078125e-01,-1.038334608078002930e+00,-1.552986741065979004e+00,-3.060148656368255615e-01,-1.412649154663085938e+00,6.678723543882369995e-02,6.502764225006103516e-01,-7.709816694259643555e-01,-2.700073719024658203e-01,-1.220732331275939941e+00,4.084901884198188782e-02,1.202134251594543457e+00,2.297740429639816284e-01,2.742845118045806885e-01,-2.191100120544433594e-01,-9.308736920356750488e-01,2.618905305862426758e-01,1.258121371269226074e+00,2.796369493007659912e-01,-6.963226199150085449e-01,-3.239356279373168945e-01
-8.215204477310180664e-01,1.328161835670471191e+00,-8.152614235877990723e-01,-1.209556102752685547e+00,4.614240229129791260e-01,-6.364508867263793945e-01,-1.854990005493164062e+00,5.037657022476196289e-01,5.005286335945129395e-01,6.779106259346008301e-01,-1.084131479263305664e+00,-1.410205960273742676e-01,1.353066921234130859e+00,2.793667912483215332e-01,1.567461609840393066e+00,9.249909520149230957e-01,-5.813330411911010742e-01,3.900856673717498779e-01,-1.011277660727500916e-01,1.193182945251464844e+00,1.031200528144836426e+00,-6.390892863273620605e-01,-3.923512995243072510e-01,-5.476864576339721680e-01,-4.427031278610229492e-01,8.505462408065795898e-01,6.812110543251037598e-01,-8.289675712585449219e-01,-9.615047574043273926e-01,1.218391507863998413e-01
-8.065345883369445801e-02,1.379423141479492188e+00,-1.075860977172851562e+00,-2.068081349134445190e-01,1.323423862457275391e+00,-1.542004048824310303e-01,-2.620863020420074463e-01,1.963072299957275391e+00,5.979900360107421875e-01,7.007279992103576660e-02,-1.131420969963073730e+00,5.151332616806030273e-01,9.762392640113830566e-01,-7.904180884361267090e-01,6.398261338472366333e-02,-1.111784577369689941e+00,-1.719723105430603027e+00,7.760673016309738159e-02,-5.885693430900573730e-01,6.972121596336364746e-01,-8.773587346076965332e-01,-1.225226163864135742e+00,-3.970166444778442383e-01,-5.872770771384239197e-02,6.431202292442321777e-01,8.167558312416076660e-01,-2.229325026273727417e-01,-8.486467003822326660e-01,-1.251738667488098145e-01,7.492858767509460449e-01
