20.97 nsec,98.86 mV,51.33 mV
21.02 nsec,91.92 mV,31.57 mV
21.07 nsec,111.7 mV,18.19 mV
21.12 nsec,180.3 mV,10.29 mV
21.17 nsec,278.2 mV,5.929 mV
21.22 nsec,390.2 mV,3.650 mV
21.27 nsec,510.8 mV,2.250 mV
21.32 nsec,636.3 mV,1.100 mV
21.37 nsec,765.3 mV,502.5 uV
21.42 nsec,902.6 mV,598.6 uV
21.47 nsec,1.050  V,717.8 uV
21.52 nsec,1.197  V,794.5 uV
21.57 nsec,1.346  V,848.7 uV
21.62 nsec,1.497  V,769.1 uV
21.67 nsec,1.660  V,423.5 uV
21.72 nsec,1.823  V,-343.0 uV
21.76 nsec,1.954  V,-997.4 uV
21.81 nsec,2.108  V,-1.296 mV
21.86 nsec,2.264  V,-1.004 mV
21.91 nsec,2.406  V,-439.3 uV
21.96 nsec,2.561  V,-26.04 uV
22.01 nsec,2.706  V,10.38 uV
22.06 nsec,2.788  V,92.76 uV
22.10 nsec,2.778  V,426.2 uV
22.15 nsec,2.712  V,393.3 uV
22.20 nsec,2.616  V,182.8 uV
22.25 nsec,2.500  V,240.7 uV
22.30 nsec,2.373  V,259.7 uV
22.35 nsec,2.238  V,177.0 uV
22.40 nsec,2.098  V,-169.1 uV
22.45 nsec,1.955  V,-522.1 uV
22.50 nsec,1.808  V,-595.1 uV
22.55 nsec,1.659  V,-573.6 uV
22.60 nsec,1.511  V,-628.7 uV
22.65 nsec,1.366  V,-537.3 uV
22.70 nsec,1.224  V,-310.6 uV
22.75 nsec,1.080  V,-52.98 uV
22.80 nsec,937.4 mV,499.4 uV
22.85 nsec,796.1 mV,1.167 mV
22.90 nsec,655.8 mV,1.659 mV
22.95 nsec,520.1 mV,2.139 mV
23.00 nsec,378.4 mV,2.591 mV
23.05 nsec,287.5 mV,2.667 mV
23.09 nsec,280.4 mV,2.209 mV
23.14 nsec,321.4 mV,1.701 mV
23.19 nsec,397.0 mV,1.552 mV
23.24 nsec,499.1 mV,1.009 mV
23.29 nsec,617.1 mV,1.069 mV
23.34 nsec,745.4 mV,1.847 mV
23.39 nsec,880.6 mV,1.753 mV
23.44 nsec,1.020  V,1.010 mV
23.49 nsec,1.162  V,-5.351 uV
23.54 nsec,1.305  V,-1.776 mV
23.59 nsec,1.449  V,-5.496 mV
23.64 nsec,1.594  V,-13.36 mV
23.69 nsec,1.741  V,-22.39 mV
23.73 nsec,1.872  V,4.491 mV
23.76 nsec,1.959  V,59.32 mV
23.79 nsec,2.058  V,171.1 mV
23.84 nsec,2.209  V,487.5 mV
23.89 nsec,2.361  V,998.5 mV
23.93 nsec,2.469  V,1.372  V
23.97 nsec,2.603  V,1.698  V
24.02 nsec,2.726  V,1.897  V
24.07 nsec,2.772  V,1.992  V
24.11 nsec,2.749  V,2.034  V
24.16 nsec,2.680  V,2.069  V
24.21 nsec,2.582  V,2.091  V
24.26 nsec,2.466  V,2.105  V
24.31 nsec,2.338  V,2.115  V
24.36 nsec,2.204  V,2.121  V
24.41 nsec,2.064  V,2.125  V
24.46 nsec,1.922  V,2.128  V
24.51 nsec,1.777  V,2.129  V
24.56 nsec,1.633  V,2.128  V
24.61 nsec,1.490  V,2.125  V
24.66 nsec,1.344  V,2.119  V
24.71 nsec,1.195  V,2.107  V
24.76 nsec,1.045  V,2.081  V
24.81 nsec,894.0 mV,2.035  V
24.86 nsec,742.2 mV,1.964  V
24.91 nsec,590.1 mV,1.861  V
24.96 nsec,437.8 mV,1.675  V
25.01 nsec,300.9 mV,1.308  V
25.06 nsec,231.6 mV,741.4 mV
25.11 nsec,248.3 mV,278.7 mV
25.16 nsec,307.1 mV,94.31 mV
25.20 nsec,378.8 mV,34.99 mV
25.23 nsec,443.5 mV,15.55 mV
25.25 nsec,493.6 mV,9.565 mV
25.27 nsec,539.0 mV,6.904 mV
25.29 nsec,596.6 mV,4.176 mV
25.31 nsec,661.7 mV,2.610 mV
25.36 nsec,796.8 mV,62.96 uV
25.41 nsec,936.4 mV,-1.756 mV
25.46 nsec,1.079  V,-2.933 mV
25.51 nsec,1.223  V,-3.775 mV
25.56 nsec,1.369  V,-4.400 mV
25.61 nsec,1.517  V,-5.187 mV
25.66 nsec,1.664  V,-5.549 mV
25.71 nsec,1.811  V,-4.052 mV
25.76 nsec,1.959  V,2.582 mV
25.81 nsec,2.111  V,15.55 mV
25.86 nsec,2.259  V,35.41 mV
25.91 nsec,2.402  V,66.25 mV
25.96 nsec,2.542  V,115.9 mV
26.01 nsec,2.645  V,199.5 mV
26.06 nsec,2.706  V,348.5 mV
26.11 nsec,2.754  V,621.9 mV
26.16 nsec,2.798  V,1.089  V
26.21 nsec,2.832  V,1.604  V
26.26 nsec,2.854  V,1.935  V
26.31 nsec,2.866  V,2.072  V
26.36 nsec,2.874  V,2.140  V
26.41 nsec,2.880  V,2.168  V
26.46 nsec,2.883  V,2.173  V
26.51 nsec,2.886  V,2.159  V
26.56 nsec,2.888  V,2.123  V
26.61 nsec,2.889  V,2.033  V
26.66 nsec,2.891  V,1.831  V
26.71 nsec,2.891  V,1.442  V
26.76 nsec,2.892  V,898.4 mV
26.81 nsec,2.893  V,431.8 mV
26.86 nsec,2.894  V,197.0 mV
26.90 nsec,2.895  V,112.1 mV
26.95 nsec,2.897  V,67.88 mV
26.98 nsec,2.898  V,46.70 mV
27.03 nsec,2.905  V,26.20 mV
27.07 nsec,2.885  V,13.29 mV
27.12 nsec,2.819  V,7.707 mV
27.17 nsec,2.718  V,4.722 mV
27.22 nsec,2.607  V,3.291 mV
27.27 nsec,2.488  V,2.234 mV
27.32 nsec,2.365  V,1.027 mV
27.37 nsec,2.239  V,-57.92 uV
27.42 nsec,2.105  V,-1.085 mV
27.47 nsec,1.964  V,-2.251 mV
27.52 nsec,1.811  V,-3.206 mV
27.57 nsec,1.656  V,-3.740 mV
27.62 nsec,1.502  V,-4.087 mV
27.67 nsec,1.346  V,-3.802 mV
27.72 nsec,1.189  V,-867.9 uV
27.77 nsec,1.033  V,6.777 mV
27.82 nsec,877.0 mV,19.79 mV
27.87 nsec,722.1 mV,38.86 mV
27.92 nsec,567.9 mV,64.95 mV
27.97 nsec,414.2 mV,100.6 mV
28.02 nsec,288.8 mV,154.5 mV
28.07 nsec,207.3 mV,247.8 mV
28.12 nsec,154.1 mV,433.5 mV
28.17 nsec,119.9 mV,840.8 mV
28.22 nsec,96.70 mV,1.443  V
28.27 nsec,79.51 mV,1.901  V
28.31 nsec,68.22 mV,2.068  V
28.36 nsec,56.69 mV,2.152  V
28.40 nsec,49.72 mV,2.176  V
28.45 nsec,45.96 mV,2.183  V
28.50 nsec,44.96 mV,2.181  V
28.55 nsec,46.67 mV,2.176  V
28.60 nsec,54.77 mV,2.171  V
28.65 nsec,68.02 mV,2.166  V
28.70 nsec,82.09 mV,2.161  V
28.75 nsec,95.79 mV,2.157  V
28.80 nsec,108.1 mV,2.155  V
28.85 nsec,119.0 mV,2.153  V
28.90 nsec,129.9 mV,2.152  V
28.95 nsec,139.9 mV,2.151  V
29.00 nsec,128.0 mV,2.151  V
29.05 nsec,133.5 mV,2.152  V
29.10 nsec,195.8 mV,2.153  V
29.15 nsec,286.9 mV,2.156  V
29.20 nsec,392.9 mV,2.160  V
29.25 nsec,511.0 mV,2.165  V
29.30 nsec,638.9 mV,2.172  V
29.35 nsec,773.7 mV,2.180  V
29.40 nsec,912.4 mV,2.188  V
29.45 nsec,1.053  V,2.196  V
29.50 nsec,1.195  V,2.205  V
29.55 nsec,1.339  V,2.215  V
29.60 nsec,1.483  V,2.221  V
29.65 nsec,1.627  V,2.211  V
29.70 nsec,1.773  V,2.103  V
29.74 nsec,1.892  V,1.794  V
29.79 nsec,2.044  V,1.044  V
29.84 nsec,2.194  V,392.0 mV
29.88 nsec,2.316  V,171.8 mV
29.92 nsec,2.420  V,106.8 mV
29.95 nsec,2.510  V,71.40 mV
29.97 nsec,2.585  V,52.34 mV
30.02 nsec,2.693  V,29.87 mV
30.06 nsec,2.771  V,14.79 mV
30.11 nsec,2.824  V,8.473 mV
30.16 nsec,2.855  V,5.735 mV
30.21 nsec,2.872  V,4.794 mV
30.26 nsec,2.881  V,4.426 mV
30.31 nsec,2.883  V,3.549 mV
30.36 nsec,2.881  V,3.050 mV
30.41 nsec,2.877  V,3.310 mV
30.46 nsec,2.875  V,3.539 mV
30.51 nsec,2.876  V,3.652 mV
30.56 nsec,2.882  V,3.246 mV
30.61 nsec,2.893  V,1.961 mV
30.66 nsec,2.903  V,7.575 uV
30.71 nsec,2.910  V,-1.383 mV
30.75 nsec,2.914  V,-2.388 mV
30.80 nsec,2.916  V,-4.369 mV
30.85 nsec,2.917  V,-5.855 mV
30.90 nsec,2.918  V,-3.728 mV
30.95 nsec,2.918  V,-1.295 mV
31.00 nsec,2.934  V,-90.29 uV
31.05 nsec,2.924  V,1.017 mV
31.10 nsec,2.864  V,713.5 uV
31.14 nsec,2.767  V,73.52 uV
31.19 nsec,2.667  V,-114.8 uV
31.24 nsec,2.544  V,-341.1 uV
31.28 nsec,2.427  V,-1.025 mV
31.33 nsec,2.289  V,-1.502 mV
31.38 nsec,2.147  V,-1.653 mV
31.43 nsec,2.003  V,-2.359 mV
