644.0 nsec,2.992  V,2.178  V
644.1 nsec,2.993  V,2.187  V
644.1 nsec,2.994  V,2.196  V
644.2 nsec,2.996  V,2.203  V
644.2 nsec,2.999  V,2.207  V
644.3 nsec,3.003  V,2.207  V
644.3 nsec,3.009  V,2.203  V
644.4 nsec,3.017  V,2.196  V
644.4 nsec,3.027  V,2.188  V
644.5 nsec,3.035  V,2.180  V
644.5 nsec,3.036  V,2.172  V
644.6 nsec,3.026  V,2.163  V
644.6 nsec,3.010  V,2.156  V
644.7 nsec,2.995  V,2.150  V
644.7 nsec,2.982  V,2.146  V
644.8 nsec,2.970  V,2.143  V
644.8 nsec,2.961  V,2.141  V
644.9 nsec,2.952  V,2.141  V
644.9 nsec,2.945  V,2.142  V
645.0 nsec,2.943  V,2.143  V
645.0 nsec,2.916  V,2.145  V
645.1 nsec,2.843  V,2.147  V
645.1 nsec,2.744  V,2.148  V
645.2 nsec,2.633  V,2.150  V
645.2 nsec,2.510  V,2.151  V
645.3 nsec,2.379  V,2.152  V
645.3 nsec,2.240  V,2.153  V
645.4 nsec,2.096  V,2.155  V
645.4 nsec,1.949  V,2.157  V
645.5 nsec,1.801  V,2.159  V
645.5 nsec,1.652  V,2.161  V
645.6 nsec,1.507  V,2.164  V
645.6 nsec,1.418  V,2.165  V
645.7 nsec,1.302  V,2.166  V
645.7 nsec,1.158  V,2.165  V
645.8 nsec,1.014  V,2.161  V
645.8 nsec,868.6 mV,2.156  V
645.9 nsec,720.9 mV,2.152  V
645.9 nsec,573.9 mV,2.150  V
646.0 nsec,425.8 mV,2.150  V
646.0 nsec,305.3 mV,2.152  V
646.1 nsec,229.2 mV,2.155  V
646.1 nsec,179.2 mV,2.160  V
646.2 nsec,147.5 mV,2.165  V
646.2 nsec,130.8 mV,2.168  V
646.3 nsec,115.1 mV,2.173  V
646.3 nsec,104.1 mV,2.179  V
646.4 nsec,96.95 mV,2.184  V
646.4 nsec,93.32 mV,2.190  V
646.5 nsec,92.47 mV,2.196  V
646.5 nsec,93.29 mV,2.204  V
646.6 nsec,95.18 mV,2.213  V
646.6 nsec,97.32 mV,2.223  V
646.7 nsec,98.90 mV,2.235  V
646.7 nsec,99.94 mV,2.247  V
646.8 nsec,100.6 mV,2.256  V
646.8 nsec,101.0 mV,2.256  V
646.9 nsec,100.8 mV,2.243  V
646.9 nsec,100.1 mV,2.220  V
647.0 nsec,99.14 mV,2.206  V
647.0 nsec,98.12 mV,2.200  V
647.1 nsec,97.13 mV,2.199  V
647.1 nsec,96.09 mV,2.204  V
647.2 nsec,95.12 mV,2.208  V
647.2 nsec,94.31 mV,2.209  V
647.3 nsec,93.72 mV,2.209  V
647.3 nsec,93.35 mV,2.206  V
647.4 nsec,93.17 mV,2.200  V
647.4 nsec,93.12 mV,2.195  V
647.5 nsec,93.14 mV,2.189  V
647.5 nsec,93.17 mV,2.181  V
647.6 nsec,93.18 mV,2.170  V
647.6 nsec,93.11 mV,2.154  V
647.7 nsec,92.93 mV,2.131  V
647.7 nsec,92.68 mV,2.098  V
647.8 nsec,92.46 mV,2.045  V
647.8 nsec,92.41 mV,1.971  V
647.9 nsec,92.67 mV,1.885  V
647.9 nsec,93.39 mV,1.795  V
648.0 nsec,94.55 mV,1.680  V
648.0 nsec,95.80 mV,1.509  V
648.1 nsec,96.61 mV,1.245  V
648.1 nsec,96.63 mV,864.1 mV
648.2 nsec,95.98 mV,462.5 mV
648.2 nsec,94.92 mV,196.4 mV
648.3 nsec,93.79 mV,78.30 mV
648.3 nsec,92.63 mV,24.78 mV
648.3 nsec,91.94 mV,12.26 mV
648.4 nsec,91.44 mV,7.326 mV
648.4 nsec,91.08 mV,5.122 mV
648.4 nsec,90.74 mV,3.473 mV
648.5 nsec,90.39 mV,2.110 mV
648.5 nsec,90.01 mV,865.5 uV
648.5 nsec,89.66 mV,100.8 uV
648.6 nsec,89.31 mV,-906.1 uV
648.6 nsec,88.78 mV,-1.272 mV
648.7 nsec,87.93 mV,-956.3 uV
648.7 nsec,86.80 mV,-429.4 uV
648.8 nsec,85.48 mV,48.21 uV
648.8 nsec,84.22 mV,716.1 uV
648.9 nsec,83.56 mV,985.8 uV
648.9 nsec,84.51 mV,918.6 uV
649.0 nsec,88.20 mV,954.8 uV
649.0 nsec,105.9 mV,967.3 uV
649.1 nsec,162.2 mV,908.7 uV
649.1 nsec,245.4 mV,763.4 uV
649.2 nsec,352.0 mV,583.3 uV
649.2 nsec,470.7 mV,395.6 uV
649.3 nsec,598.5 mV,312.5 uV
649.3 nsec,732.5 mV,211.8 uV
649.4 nsec,872.1 mV,72.62 uV
649.4 nsec,1.016  V,-9.092 uV
649.5 nsec,1.162  V,-94.22 uV
649.5 nsec,1.309  V,-137.5 uV
649.6 nsec,1.458  V,-150.9 uV
649.6 nsec,1.610  V,-127.0 uV
649.7 nsec,1.762  V,-107.3 uV
649.7 nsec,1.915  V,-107.0 uV
649.8 nsec,2.069  V,-98.27 uV
649.8 nsec,2.223  V,-87.39 uV
649.9 nsec,2.376  V,-101.5 uV
649.9 nsec,2.530  V,-156.8 uV
650.0 nsec,2.684  V,-237.3 uV
650.0 nsec,2.814  V,-303.6 uV
650.1 nsec,2.892  V,-319.1 uV
650.1 nsec,2.936  V,-262.6 uV
650.2 nsec,2.956  V,-117.9 uV
650.2 nsec,2.974  V,166.9 uV
650.3 nsec,2.985  V,436.5 uV
650.3 nsec,2.994  V,513.4 uV
650.4 nsec,3.004  V,385.5 uV
650.4 nsec,3.014  V,196.8 uV
650.5 nsec,3.024  V,19.03 uV
650.5 nsec,3.029  V,-135.4 uV
650.6 nsec,3.027  V,-277.9 uV
650.6 nsec,3.018  V,-406.8 uV
650.7 nsec,3.007  V,-513.7 uV
650.7 nsec,2.999  V,-541.4 uV
650.8 nsec,2.993  V,-573.9 uV
650.8 nsec,2.988  V,-620.1 uV
650.9 nsec,2.985  V,-666.7 uV
650.9 nsec,2.982  V,-861.2 uV
651.0 nsec,2.981  V,-1.172 mV
651.0 nsec,2.965  V,-1.573 mV
651.1 nsec,2.905  V,-2.148 mV
651.1 nsec,2.807  V,-2.797 mV
651.2 nsec,2.694  V,-3.129 mV
651.2 nsec,2.573  V,-2.484 mV
651.3 nsec,2.442  V,-619.4 uV
651.3 nsec,2.306  V,1.090 mV
651.4 nsec,2.165  V,382.3 uV
651.4 nsec,2.022  V,-4.120 mV
651.5 nsec,1.878  V,-10.13 mV
651.5 nsec,1.734  V,-6.477 mV
651.6 nsec,1.643  V,8.453 mV
651.6 nsec,1.563  V,32.62 mV
651.6 nsec,1.433  V,96.31 mV
651.7 nsec,1.284  V,214.3 mV
651.7 nsec,1.133  V,402.9 mV
651.8 nsec,981.6 mV,704.9 mV
651.8 nsec,829.8 mV,1.089  V
651.9 nsec,677.7 mV,1.454  V
651.9 nsec,525.6 mV,1.729  V
652.0 nsec,373.0 mV,1.899  V
652.0 nsec,259.8 mV,1.999  V
652.1 nsec,230.0 mV,2.060  V
652.1 nsec,270.4 mV,2.099  V
652.2 nsec,352.0 mV,2.127  V
652.2 nsec,457.8 mV,2.148  V
652.3 nsec,579.0 mV,2.166  V
652.3 nsec,710.0 mV,2.179  V
652.4 nsec,847.5 mV,2.188  V
652.4 nsec,989.3 mV,2.194  V
652.5 nsec,1.133  V,2.200  V
652.5 nsec,1.279  V,2.207  V
652.6 nsec,1.426  V,2.216  V
652.6 nsec,1.574  V,2.226  V
652.7 nsec,1.721  V,2.238  V
652.7 nsec,1.869  V,2.249  V
652.8 nsec,2.021  V,2.255  V
652.8 nsec,2.175  V,2.252  V
652.9 nsec,2.328  V,2.239  V
652.9 nsec,2.479  V,2.222  V
653.0 nsec,2.632  V,2.211  V
653.0 nsec,2.744  V,2.205  V
653.1 nsec,2.771  V,2.200  V
653.1 nsec,2.732  V,2.198  V
653.2 nsec,2.652  V,2.197  V
653.2 nsec,2.546  V,2.198  V
653.3 nsec,2.425  V,2.199  V
653.3 nsec,2.293  V,2.200  V
653.4 nsec,2.156  V,2.198  V
653.4 nsec,2.014  V,2.188  V
653.5 nsec,1.870  V,2.167  V
653.5 nsec,1.725  V,2.128  V
653.6 nsec,1.583  V,2.034  V
653.6 nsec,1.442  V,1.827  V
653.7 nsec,1.294  V,1.434  V
653.7 nsec,1.139  V,890.8 mV
653.8 nsec,981.4 mV,434.0 mV
653.8 nsec,821.2 mV,208.3 mV
653.9 nsec,668.3 mV,126.0 mV
653.9 nsec,529.5 mV,83.49 mV
654.0 nsec,420.2 mV,60.98 mV
654.0 nsec,295.4 mV,37.96 mV
654.0 nsec,236.3 mV,25.97 mV
654.1 nsec,182.0 mV,14.24 mV
654.1 nsec,151.4 mV,7.752 mV
654.2 nsec,134.4 mV,4.628 mV
654.2 nsec,125.0 mV,2.927 mV
654.3 nsec,119.7 mV,1.946 mV
654.3 nsec,116.7 mV,1.015 mV
654.4 nsec,115.9 mV,180.4 uV
654.4 nsec,116.7 mV,-625.1 uV
654.5 nsec,118.3 mV,-1.659 mV
654.5 nsec,120.2 mV,-2.556 mV
654.6 nsec,122.7 mV,-3.170 mV
654.6 nsec,125.1 mV,-3.532 mV
654.7 nsec,126.7 mV,-2.611 mV
654.7 nsec,127.2 mV,1.890 mV
654.8 nsec,126.9 mV,11.49 mV
654.8 nsec,126.0 mV,26.27 mV
654.9 nsec,125.0 mV,47.04 mV
654.9 nsec,125.0 mV,76.57 mV
655.0 nsec,127.0 mV,120.7 mV
655.0 nsec,128.4 mV,193.0 mV
655.1 nsec,161.2 mV,322.9 mV
655.1 nsec,241.4 mV,571.2 mV
655.2 nsec,345.1 mV,1.018  V
655.2 nsec,458.4 mV,1.530  V
655.3 nsec,585.2 mV,1.896  V
655.3 nsec,719.0 mV,2.061  V
655.4 nsec,857.1 mV,2.124  V
655.4 nsec,998.6 mV,2.142  V
655.5 nsec,1.143  V,2.132  V
655.5 nsec,1.287  V,2.093  V
655.6 nsec,1.436  V,1.998  V
655.6 nsec,1.589  V,1.802  V
655.7 nsec,1.745  V,1.454  V
655.7 nsec,1.901  V,973.9 mV
655.8 nsec,2.057  V,518.3 mV
655.8 nsec,2.214  V,250.3 mV
655.9 nsec,2.365  V,137.7 mV
655.9 nsec,2.522  V,75.04 mV
656.0 nsec,2.636  V,46.25 mV
656.0 nsec,2.750  V,23.42 mV
656.1 nsec,2.827  V,13.86 mV
656.1 nsec,2.879  V,9.659 mV
656.1 nsec,2.900  V,8.034 mV
656.2 nsec,2.914  V,6.947 mV
656.2 nsec,2.923  V,4.714 mV
656.3 nsec,2.927  V,2.356 mV
656.3 nsec,2.928  V,301.6 uV
656.4 nsec,2.929  V,-175.5 uV
656.4 nsec,2.928  V,-365.3 uV
656.5 nsec,2.927  V,-812.4 uV
656.5 nsec,2.925  V,-985.3 uV
656.6 nsec,2.923  V,-1.549 mV
656.6 nsec,2.921  V,-2.052 mV
656.7 nsec,2.919  V,-2.069 mV
656.7 nsec,2.916  V,-2.016 mV
656.8 nsec,2.914  V,-2.052 mV
656.8 nsec,2.912  V,-1.830 mV
656.9 nsec,2.910  V,-1.305 mV
656.9 nsec,2.909  V,-959.4 uV
657.0 nsec,2.907  V,-1.098 mV
657.0 nsec,2.901  V,-1.442 mV
657.1 nsec,2.858  V,-1.925 mV
657.1 nsec,2.768  V,-2.673 mV
657.2 nsec,2.660  V,-3.103 mV
657.2 nsec,2.537  V,-2.711 mV
657.3 nsec,2.404  V,-1.136 mV
657.3 nsec,2.262  V,475.0 uV
657.4 nsec,2.116  V,-432.1 uV
657.4 nsec,1.968  V,-4.098 mV
657.5 nsec,1.820  V,-8.376 mV
657.5 nsec,1.674  V,-1.639 mV
657.6 nsec,1.584  V,14.94 mV
657.6 nsec,1.491  V,44.98 mV
657.6 nsec,1.352  V,117.8 mV
657.7 nsec,1.216  V,238.9 mV
657.7 nsec,1.076  V,439.2 mV
657.8 nsec,936.0 mV,765.7 mV
657.8 nsec,795.8 mV,1.171  V
657.9 nsec,655.0 mV,1.546  V
657.9 nsec,518.4 mV,1.814  V
658.0 nsec,377.8 mV,1.971  V
658.0 nsec,287.1 mV,2.057  V
658.1 nsec,280.3 mV,2.100  V
658.1 nsec,322.5 mV,2.140  V
658.2 nsec,397.1 mV,2.171  V
658.2 nsec,498.8 mV,2.196  V
658.3 nsec,617.8 mV,2.215  V
658.3 nsec,747.6 mV,2.228  V
658.4 nsec,882.1 mV,2.234  V
658.4 nsec,1.020  V,2.235  V
658.5 nsec,1.160  V,2.234  V
658.5 nsec,1.301  V,2.232  V
658.6 nsec,1.442  V,2.230  V
658.6 nsec,1.585  V,2.227  V
658.7 nsec,1.729  V,2.224  V
658.7 nsec,1.875  V,2.220  V
658.8 nsec,2.023  V,2.216  V
658.8 nsec,2.177  V,2.212  V
658.9 nsec,2.329  V,2.209  V
658.9 nsec,2.480  V,2.206  V
659.0 nsec,2.632  V,2.205  V
659.0 nsec,2.743  V,2.204  V
659.1 nsec,2.767  V,2.204  V
659.1 nsec,2.727  V,2.205  V
659.2 nsec,2.646  V,2.207  V
659.2 nsec,2.541  V,2.209  V
659.3 nsec,2.420  V,2.211  V
659.3 nsec,2.289  V,2.213  V
659.4 nsec,2.151  V,2.215  V
659.4 nsec,2.010  V,2.214  V
659.5 nsec,1.865  V,2.209  V
659.5 nsec,1.720  V,2.198  V
659.6 nsec,1.577  V,2.181  V
659.6 nsec,1.435  V,2.157  V
659.7 nsec,1.288  V,2.128  V
659.7 nsec,1.135  V,2.091  V
659.8 nsec,978.1 mV,2.037  V
659.8 nsec,818.2 mV,1.962  V
659.9 nsec,657.8 mV,1.871  V
659.9 nsec,498.6 mV,1.742  V
660.0 nsec,340.7 mV,1.494  V
660.0 nsec,220.4 mV,1.048  V
660.1 nsec,185.4 mV,576.9 mV
660.1 nsec,217.6 mV,205.8 mV
660.2 nsec,277.9 mV,81.01 mV
660.2 nsec,364.8 mV,25.42 mV
660.2 nsec,426.0 mV,13.75 mV
660.3 nsec,482.4 mV,8.206 mV
660.3 nsec,533.1 mV,5.291 mV
660.3 nsec,604.6 mV,2.830 mV
660.3 nsec,694.6 mV,622.2 uV
660.4 nsec,796.9 mV,-1.717 mV
660.4 nsec,939.3 mV,-2.707 mV
660.5 nsec,1.084  V,-4.329 mV
660.5 nsec,1.219  V,-5.686 mV
660.6 nsec,1.370  V,-5.663 mV
660.6 nsec,1.526  V,-4.810 mV
660.7 nsec,1.683  V,-2.472 mV
660.7 nsec,1.836  V,4.655 mV
660.8 nsec,1.981  V,14.68 mV
660.8 nsec,2.134  V,27.02 mV
660.9 nsec,2.287  V,42.83 mV
660.9 nsec,2.440  V,64.26 mV
661.0 nsec,2.594  V,95.55 mV
661.0 nsec,2.718  V,143.5 mV
661.1 nsec,2.796  V,225.7 mV
661.1 nsec,2.843  V,380.6 mV
661.2 nsec,2.870  V,691.6 mV
661.2 nsec,2.884  V,1.194  V
661.3 nsec,2.892  V,1.697  V
661.3 nsec,2.896  V,1.982  V
661.4 nsec,2.898  V,2.094  V
661.4 nsec,2.899  V,2.135  V
661.5 nsec,2.899  V,2.140  V
661.5 nsec,2.900  V,2.120  V
661.6 nsec,2.900  V,2.058  V
661.6 nsec,2.901  V,1.920  V
661.7 nsec,2.903  V,1.650  V
661.7 nsec,2.905  V,1.224  V
661.8 nsec,2.907  V,721.1 mV
661.8 nsec,2.909  V,353.4 mV
661.9 nsec,2.911  V,180.2 mV
661.9 nsec,2.912  V,98.37 mV
662.0 nsec,2.912  V,59.48 mV
662.0 nsec,2.912  V,34.46 mV
662.0 nsec,2.906  V,17.36 mV
662.1 nsec,2.863  V,10.45 mV
662.1 nsec,2.781  V,8.306 mV
662.2 nsec,2.701  V,7.646 mV
662.2 nsec,2.596  V,5.847 mV
662.3 nsec,2.484  V,3.480 mV
662.3 nsec,2.360  V,1.147 mV
662.4 nsec,2.233  V,-961.9 uV
662.4 nsec,2.100  V,-3.525 mV
662.5 nsec,1.958  V,-7.316 mV
662.5 nsec,1.805  V,-13.30 mV
662.6 nsec,1.650  V,-20.74 mV
662.6 nsec,1.496  V,-2.921 mV
662.6 nsec,1.401  V,34.56 mV
662.7 nsec,1.298  V,103.9 mV
662.7 nsec,1.141  V,275.1 mV
662.8 nsec,983.8 mV,559.2 mV
662.8 nsec,828.6 mV,954.9 mV
662.9 nsec,679.8 mV,1.332  V
662.9 nsec,535.8 mV,1.610  V
663.0 nsec,382.3 mV,1.801  V
663.0 nsec,261.3 mV,1.911  V
663.1 nsec,218.5 mV,1.979  V
663.1 nsec,250.3 mV,2.026  V
663.2 nsec,325.3 mV,2.058  V
663.2 nsec,425.1 mV,2.080  V
663.3 nsec,539.4 mV,2.096  V
663.3 nsec,661.6 mV,2.106  V
663.4 nsec,789.0 mV,2.111  V
663.4 nsec,924.8 mV,2.113  V
663.5 nsec,1.072  V,2.114  V
663.5 nsec,1.219  V,2.115  V
663.6 nsec,1.369  V,2.114  V
663.6 nsec,1.520  V,2.113  V
663.7 nsec,1.682  V,2.112  V
663.7 nsec,1.848  V,2.111  V
663.8 nsec,2.011  V,2.110  V
663.8 nsec,2.173  V,2.109  V
663.9 nsec,2.333  V,2.109  V
663.9 nsec,2.492  V,2.112  V
664.0 nsec,2.649  V,2.117  V
664.0 nsec,2.779  V,2.125  V
664.1 nsec,2.862  V,2.135  V
664.1 nsec,2.910  V,2.145  V
664.2 nsec,2.931  V,2.154  V
664.2 nsec,2.945  V,2.163  V
664.3 nsec,2.953  V,2.172  V
664.3 nsec,2.959  V,2.179  V
664.4 nsec,2.961  V,2.187  V
664.4 nsec,2.959  V,2.193  V
664.5 nsec,2.957  V,2.201  V
664.5 nsec,2.954  V,2.210  V
664.6 nsec,2.949  V,2.218  V
664.6 nsec,2.944  V,2.220  V
664.7 nsec,2.938  V,2.199  V
664.7 nsec,2.930  V,2.037  V
664.8 nsec,2.922  V,1.567  V
664.8 nsec,2.911  V,765.0 mV
664.9 nsec,2.901  V,254.3 mV
664.9 nsec,2.894  V,139.1 mV
664.9 nsec,2.886  V,80.99 mV
665.0 nsec,2.884  V,60.30 mV
665.0 nsec,2.883  V,40.77 mV
665.0 nsec,2.884  V,24.42 mV
665.1 nsec,2.854  V,11.22 mV
665.1 nsec,2.777  V,7.076 mV
665.2 nsec,2.677  V,5.588 mV
665.2 nsec,2.562  V,4.745 mV
665.3 nsec,2.436  V,3.465 mV
665.3 nsec,2.301  V,2.814 mV
665.4 nsec,2.162  V,2.153 mV
665.4 nsec,2.020  V,1.328 mV
665.5 nsec,1.876  V,194.5 uV
665.5 nsec,1.731  V,-1.348 mV
665.6 nsec,1.586  V,-3.614 mV
665.6 nsec,1.441  V,-8.633 mV
665.7 nsec,1.295  V,-18.31 mV
665.7 nsec,1.147  V,-11.30 mV
665.8 nsec,1.054  V,26.71 mV
665.8 nsec,977.8 mV,90.93 mV
665.8 nsec,870.0 mV,239.2 mV
665.9 nsec,721.3 mV,625.7 mV
665.9 nsec,571.7 mV,1.199  V
666.0 nsec,447.7 mV,1.627  V
666.0 nsec,307.7 mV,1.920  V
666.1 nsec,232.4 mV,2.045  V
666.1 nsec,236.4 mV,2.095  V
666.1 nsec,289.2 mV,2.140  V
666.2 nsec,357.3 mV,2.166  V
666.2 nsec,463.3 mV,2.191  V
666.3 nsec,585.1 mV,2.211  V
666.3 nsec,716.3 mV,2.226  V
666.4 nsec,853.3 mV,2.236  V
666.4 nsec,994.2 mV,2.240  V
666.5 nsec,1.138  V,2.240  V
666.5 nsec,1.283  V,2.238  V
666.6 nsec,1.429  V,2.235  V
666.6 nsec,1.579  V,2.228  V
666.7 nsec,1.731  V,2.217  V
666.7 nsec,1.884  V,2.205  V
666.8 nsec,2.039  V,2.192  V
666.8 nsec,2.196  V,2.180  V
666.9 nsec,2.296  V,2.173  V
666.9 nsec,2.399  V,2.167  V
666.9 nsec,2.540  V,2.163  V
667.0 nsec,2.709  V,2.162  V
667.0 nsec,2.826  V,2.165  V
667.1 nsec,2.837  V,2.173  V
667.1 nsec,2.784  V,2.185  V
667.2 nsec,2.706  V,2.193  V
667.2 nsec,2.595  V,2.198  V
667.3 nsec,2.470  V,2.201  V
667.3 nsec,2.335  V,2.199  V
667.4 nsec,2.195  V,2.197  V
667.4 nsec,2.052  V,2.193  V
667.5 nsec,1.906  V,2.187  V
667.5 nsec,1.759  V,2.178  V
667.6 nsec,1.616  V,2.167  V
667.6 nsec,1.470  V,2.153  V
667.7 nsec,1.320  V,2.135  V
667.7 nsec,1.168  V,2.113  V
667.8 nsec,1.013  V,2.082  V
667.8 nsec,857.0 mV,2.031  V
667.9 nsec,698.3 mV,1.945  V
667.9 nsec,536.2 mV,1.798  V
668.0 nsec,371.8 mV,1.530  V
668.0 nsec,228.9 mV,1.103  V
668.1 nsec,162.7 mV,597.6 mV
668.1 nsec,186.8 mV,249.0 mV
668.2 nsec,257.2 mV,109.1 mV
668.2 nsec,364.0 mV,38.88 mV
668.3 nsec,444.3 mV,20.23 mV
668.3 nsec,527.8 mV,11.52 mV
668.3 nsec,600.5 mV,7.712 mV
668.3 nsec,675.9 mV,4.184 mV
668.4 nsec,753.3 mV,860.2 uV
668.4 nsec,897.9 mV,-3.070 mV
668.5 nsec,1.043  V,-7.452 mV
668.5 nsec,1.174  V,-11.52 mV
668.6 nsec,1.323  V,-13.40 mV
668.6 nsec,1.477  V,8.102 mV
668.6 nsec,1.566  V,37.80 mV
668.7 nsec,1.695  V,105.6 mV
668.7 nsec,1.852  V,242.3 mV
668.8 nsec,1.984  V,430.1 mV
668.8 nsec,2.121  V,729.9 mV
668.9 nsec,2.271  V,1.129  V
668.9 nsec,2.425  V,1.497  V
669.0 nsec,2.579  V,1.748  V
669.0 nsec,2.720  V,1.891  V
669.1 nsec,2.794  V,1.979  V
669.1 nsec,2.779  V,2.034  V
669.2 nsec,2.710  V,2.086  V
669.2 nsec,2.610  V,2.136  V
669.3 nsec,2.491  V,2.182  V
669.3 nsec,2.360  V,2.218  V
669.4 nsec,2.223  V,2.236  V
669.4 nsec,2.082  V,2.242  V
669.4 nsec,1.956  V,2.240  V
669.5 nsec,1.812  V,2.230  V
669.5 nsec,1.667  V,2.208  V
669.6 nsec,1.522  V,2.160  V
669.6 nsec,1.376  V,2.032  V
669.7 nsec,1.230  V,1.711  V
669.7 nsec,1.084  V,1.143  V
669.8 nsec,936.0 mV,548.8 mV
669.8 nsec,788.7 mV,226.2 mV
669.9 nsec,670.1 mV,136.1 mV
669.9 nsec,522.4 mV,78.19 mV
670.0 nsec,434.1 mV,58.24 mV
670.0 nsec,330.0 mV,37.12 mV
670.1 nsec,258.3 mV,21.89 mV
670.1 nsec,206.5 mV,12.96 mV
670.1 nsec,181.6 mV,10.60 mV
670.2 nsec,163.2 mV,10.17 mV
670.2 nsec,155.5 mV,11.24 mV
670.3 nsec,154.4 mV,8.103 mV
670.3 nsec,156.2 mV,2.910 mV
670.4 nsec,159.8 mV,-1.932 mV
670.4 nsec,162.3 mV,-5.735 mV
670.5 nsec,161.2 mV,-8.959 mV
670.5 nsec,153.3 mV,-13.18 mV
670.6 nsec,139.0 mV,-21.76 mV
670.6 nsec,122.5 mV,-5.000 mV
670.7 nsec,114.4 mV,32.92 mV
670.7 nsec,106.5 mV,98.47 mV
670.7 nsec,94.49 mV,268.5 mV
670.8 nsec,84.68 mV,548.2 mV
670.8 nsec,75.74 mV,938.3 mV
670.9 nsec,66.61 mV,1.303  V
670.9 nsec,58.01 mV,1.572  V
671.0 nsec,49.96 mV,1.778  V
671.0 nsec,45.57 mV,1.899  V
671.1 nsec,46.74 mV,1.976  V
671.1 nsec,52.38 mV,2.030  V
671.2 nsec,59.59 mV,2.067  V
671.2 nsec,66.24 mV,2.093  V
671.3 nsec,71.01 mV,2.112  V
671.3 nsec,72.57 mV,2.125  V
671.4 nsec,70.26 mV,2.134  V
671.4 nsec,65.86 mV,2.138  V
671.5 nsec,63.56 mV,2.138  V
671.5 nsec,66.45 mV,2.133  V
671.6 nsec,73.56 mV,2.122  V
671.6 nsec,82.42 mV,2.107  V
671.7 nsec,91.72 mV,2.090  V
671.7 nsec,101.0 mV,2.067  V
671.8 nsec,111.1 mV,2.036  V
671.8 nsec,122.9 mV,1.992  V
671.9 nsec,134.9 mV,1.926  V
671.9 nsec,147.2 mV,1.821  V
672.0 nsec,157.5 mV,1.636  V
672.0 nsec,161.1 mV,1.312  V
672.1 nsec,158.7 mV,828.9 mV
672.1 nsec,152.7 mV,380.8 mV
672.2 nsec,143.9 mV,138.9 mV
672.2 nsec,136.0 mV,54.88 mV
672.3 nsec,129.6 mV,18.50 mV
672.3 nsec,126.8 mV,11.05 mV
672.3 nsec,125.1 mV,6.818 mV
672.3 nsec,124.5 mV,4.767 mV
672.4 nsec,124.5 mV,2.200 mV
672.4 nsec,124.6 mV,1.039 mV
672.5 nsec,124.9 mV,-414.5 uV
672.5 nsec,125.0 mV,-1.559 mV
672.6 nsec,121.2 mV,-2.770 mV
672.6 nsec,112.4 mV,-4.030 mV
672.7 nsec,102.0 mV,-4.508 mV
672.7 nsec,91.01 mV,-3.356 mV
672.8 nsec,80.99 mV,-1.433 mV
672.8 nsec,71.47 mV,1.021 mV
672.9 nsec,62.33 mV,1.648 mV
672.9 nsec,50.96 mV,2.631 mV
673.0 nsec,40.61 mV,4.073 mV
673.0 nsec,37.65 mV,4.108 mV
673.1 nsec,41.76 mV,4.936 mV
673.1 nsec,50.60 mV,5.428 mV
673.2 nsec,59.36 mV,4.718 mV
673.2 nsec,66.14 mV,3.333 mV
673.3 nsec,71.44 mV,1.144 mV
673.3 nsec,75.08 mV,-851.9 uV
673.4 nsec,77.37 mV,-1.398 mV
673.4 nsec,79.28 mV,-1.256 mV
673.5 nsec,81.32 mV,-1.013 mV
673.5 nsec,83.74 mV,-563.5 uV
673.6 nsec,86.41 mV,-134.2 uV
673.6 nsec,89.30 mV,-589.7 uV
673.7 nsec,92.50 mV,-2.521 mV
673.7 nsec,95.87 mV,-5.252 mV
673.8 nsec,99.33 mV,-6.602 mV
673.8 nsec,102.6 mV,-5.155 mV
673.9 nsec,104.9 mV,-2.653 mV
673.9 nsec,106.2 mV,-514.4 uV
674.0 nsec,107.2 mV,1.231 mV
674.0 nsec,101.0 mV,2.147 mV
674.1 nsec,122.7 mV,2.847 mV
674.1 nsec,197.9 mV,2.597 mV
674.2 nsec,301.2 mV,954.1 uV
674.2 nsec,421.4 mV,685.4 uV
674.3 nsec,554.6 mV,122.6 uV
674.3 nsec,697.6 mV,-1.193 mV
674.4 nsec,847.3 mV,-1.153 mV
674.4 nsec,1.001  V,-918.1 uV
674.5 nsec,1.155  V,-1.446 mV
674.5 nsec,1.301  V,-2.045 mV
674.6 nsec,1.436  V,-2.775 mV
674.6 nsec,1.568  V,-3.385 mV
674.7 nsec,1.704  V,-2.968 mV
674.7 nsec,1.844  V,-3.014 mV
674.8 nsec,1.988  V,-2.192 mV
674.8 nsec,2.138  V,678.6 uV
674.9 nsec,2.286  V,2.260 mV
674.9 nsec,2.434  V,3.211 mV
675.0 nsec,2.584  V,4.606 mV
675.0 nsec,2.712  V,5.330 mV
675.1 nsec,2.768  V,6.474 mV
675.1 nsec,2.752  V,6.626 mV
675.2 nsec,2.689  V,6.784 mV
675.2 nsec,2.596  V,4.142 mV
675.3 nsec,2.483  V,676.5 uV
675.3 nsec,2.358  V,-930.8 uV
675.4 nsec,2.226  V,-1.612 mV
675.4 nsec,2.088  V,-864.8 uV
675.5 nsec,1.946  V,-969.2 uV
675.5 nsec,1.806  V,-912.7 uV
675.6 nsec,1.661  V,-751.2 uV
675.6 nsec,1.510  V,-999.4 uV
675.7 nsec,1.359  V,-1.255 mV
675.7 nsec,1.207  V,-1.309 mV
675.8 nsec,1.056  V,-1.282 mV
