-6.049364455975592136e-04 -2.641816390678286552e-04 -1.478338381275534630e-04 5.678912857547402382e-04 4.575001657940447330e-04 2.911784686148166656e-04 7.435489533236250281e-05 -1.120526576414704323e-04 -4.691189678851515055e-04 -2.596886770334094763e-04 1.283051096834242344e-04 3.036175912711769342e-04 1.882766082417219877e-04 -1.869863772299140692e-04 -4.216243396513164043e-04 -2.246751828351989388e-04 -3.424651804380118847e-04 6.381146522471681237e-05 2.974390517920255661e-04 -1.990046876017004251e-04 -2.555253158789128065e-04 -6.302159163169562817e-04 -4.633478238247334957e-05 -3.110226534772664309e-04 3.926326462533324957e-04
-2.641816972754895687e-04 4.288273339625447989e-05 1.409156902809627354e-05 3.283158876001834869e-04 2.381688682362437248e-04 1.402559719281271100e-04 2.513744584575761110e-05 -9.346408478450030088e-05 -9.782861889107152820e-05 -1.448681432520970702e-04 1.073369130608625710e-04 1.928015990415588021e-04 1.361040194751694798e-04 -1.402303169015794992e-04 -2.309290139237418771e-04 -2.633619296830147505e-04 -1.260892313439399004e-04 1.122802859754301608e-05 1.302767923334613442e-04 -1.139864107244648039e-04 -3.713434853125363588e-04 -2.398238284513354301e-04 1.033727603498846292e-04 -3.311384352855384350e-04 6.191175780259072781e-04
-1.478338381275534630e-04 1.409156539011746645e-05 2.514192310627549887e-04 1.972201280295848846e-04 1.033046373777324334e-05 3.965920768678188324e-06 3.171059943269938231e-04 3.832860966213047504e-04 -1.034486631397157907e-04 -3.470222000032663345e-04 -4.090314032509922981e-04 -1.447508839191868901e-05 -5.367444828152656555e-06 4.279688582755625248e-04 -5.610979278571903706e-04 1.644822332309558988e-04 -7.889870321378111839e-04 1.160425745183601975e-04 5.459024687297642231e-04 -2.632366667967289686e-04 2.399780642008408904e-04 -3.111573169007897377e-04 -8.284566574729979038e-04 -1.660293346503749490e-04 8.298436296172440052e-05
5.678913439624011517e-04 3.283158876001834869e-04 1.972201280295848846e-04 -6.953708361834287643e-04 -5.825400003232061863e-04 -1.468052796553820372e-04 3.107856609858572483e-04 4.478840855881571770e-04 4.346354398876428604e-04 -8.190672815544530749e-05 -6.878238637000322342e-04 -5.774602177552878857e-04 -1.016893220366910100e-04 7.428368553519248962e-04 2.746362588368356228e-04 2.732503344304859638e-05 -4.725636099465191364e-04 -1.949950092239305377e-04 9.193453297484666109e-05 5.212475662119686604e-04 9.147730306722223759e-04 5.181513843126595020e-04 -5.849223234690725803e-04 3.403578302823007107e-04 -9.480352164246141911e-04
4.575001948978751898e-04 2.381688682362437248e-04 1.033046282827854156e-05 -5.825400003232061863e-04 -6.239319918677210808e-04 -2.177288697566837072e-04 1.589584862813353539e-04 5.197876016609370708e-04 2.836717176251113415e-04 1.709531497908756137e-04 -4.488306585699319839e-04 -5.744578666053712368e-04 -2.753380103968083858e-04 6.238690111786127090e-04 2.278734973515383899e-05 4.626765730790793896e-04 -7.517055491916835308e-04 1.589400344528257847e-04 -1.561561221024021506e-04 3.362047718837857246e-04 1.268945401534438133e-03 5.169925279915332794e-04 -5.869051674380898476e-04 6.084404303692281246e-04 -9.006583713926374912e-04
2.911784686148166656e-04 1.402559573762118816e-04 3.965920768678188324e-06 -1.468052796553820372e-04 -2.177288843085989356e-04 -6.431026267819106579e-04 -4.609115712810307741e-04 -1.855589071055874228e-04 1.055858447216451168e-04 4.325670306570827961e-04 2.564462774898856878e-04 6.252728780964389443e-06 -3.128557291347533464e-04 -1.966076088137924671e-04 -2.308557886863127351e-04 4.715398536063730717e-04 1.560445380164310336e-04 5.827887216582894325e-04 -3.836580144707113504e-04 -8.197386341635137796e-05 6.266153650358319283e-05 5.546505417441949248e-05 -1.815787691157311201e-04 4.860435728915035725e-04 -5.938445683568716049e-04
7.435488805640488863e-05 2.513743129384238273e-05 3.171059943269938231e-04 3.107856609858572483e-04 1.589585008332505822e-04 -4.609115712810307741e-04 -3.986514057032763958e-04 -1.198364625452086329e-04 3.927770012523978949e-05 3.176294849254190922e-04 3.808420733548700809e-04 1.863583020167425275e-04 -3.909217193722724915e-04 -3.552797134034335613e-04 -4.808881494682282209e-04 7.179164094850420952e-04 -9.736442007124423981e-05 7.603359990753233433e-04 -3.833192458841949701e-04 -9.104246855713427067e-04 -3.552474954631179571e-04 -8.128794434014707804e-05 -3.902589014614932239e-05 6.471331580542027950e-04 2.334538148716092110e-04
-1.120526576414704323e-04 -9.346407023258507252e-05 3.832860966213047504e-04 4.478840855881571770e-04 5.197876016609370708e-04 -1.855589071055874228e-04 -1.198364916490390897e-04 -1.280958240386098623e-04 -4.265576717443764210e-04 -5.521634739125147462e-05 2.496362430974841118e-04 3.821739519480615854e-04 -5.523806612472981215e-05 -5.096762906759977341e-04 -7.277949480339884758e-04 2.291825367137789726e-04 2.787670237012207508e-04 7.085358956828713417e-04 1.358058943878859282e-05 -9.202043875120580196e-04 -8.616136037744581699e-04 -6.713865441270172596e-04 -1.811774855013936758e-04 5.791744915768504143e-04 1.555745839141309261e-04
-4.691189969889819622e-04 -9.782861161511391401e-05 -1.034486485878005624e-04 4.346355271991342306e-04 2.836717176251113415e-04 1.055858301697298884e-04 3.927771467715501785e-05 -4.265576717443764210e-04 4.811786857317201793e-05 -3.979731118306517601e-04 1.876225724117830396e-04 3.941454633604735136e-04 2.389472210779786110e-04 -2.930468763224780560e-04 3.056065470445901155e-04 -5.057148518972098827e-04 1.500454964116215706e-04 -5.415969644673168659e-04 1.973097387235611677e-04 1.679963606875389814e-04 -6.414733361452817917e-04 -3.217299527022987604e-04 3.606885438784956932e-04 -9.164944640360772610e-04 7.856257143430411816e-04
-2.596886770334094763e-04 -1.448681432520970702e-04 -3.470221708994358778e-04 -8.190674270736053586e-05 1.709531497908756137e-04 4.325670597609132528e-04 3.176294558215886354e-04 -5.521633283933624625e-05 -3.979731118306517601e-04 -2.089434565277770162e-04 -2.099668199662119150e-05 1.742380409268662333e-04 5.040736868977546692e-04 -1.329238002654165030e-04 -1.366891228826716542e-05 -7.159726810641586781e-04 5.636317073367536068e-04 -3.018313436768949032e-04 4.021084168925881386e-04 4.162805562373250723e-04 -3.290575405117124319e-04 -2.756570174824446440e-04 1.667925971560180187e-04 -3.990139521192759275e-04 2.087214816128835082e-04
1.283051387872546911e-04 1.073369130608625710e-04 -4.090313450433313847e-04 -6.878238637000322342e-04 -4.488306876737624407e-04 2.564462774898856878e-04 3.808420151472091675e-04 2.496361848898231983e-04 1.876226015156134963e-04 -2.099667472066357732e-05 -4.059629281982779503e-04 -3.679194196593016386e-04 1.235273812199011445e-04 4.742483142763376236e-04 3.892541571985930204e-04 -4.288888594601303339e-04 -4.730872460640966892e-04 -3.211350413039326668e-04 3.738250234164297581e-05 9.241733350791037083e-04 1.023209537379443645e-03 4.426235682331025600e-04 -8.637199061922729015e-05 3.051959793083369732e-04 -7.450239500030875206e-04
