-9.131795650318963453e-06 1.493613126513082534e-05 -3.334530083520803601e-05 -4.239275085637927987e-06 6.467690400313585997e-05 -9.696654888102784753e-05 1.178959209937602282e-04 -1.637991517782211304e-04 6.252888852031901479e-05 6.319763997453264892e-06
1.493613126513082534e-05 -3.771007322939112782e-05 7.965427357703447342e-06 -8.463686754112131894e-06 -8.134829113259911537e-05 1.361839240416884422e-04 -1.794685958884656429e-04 1.818859018385410309e-04 -4.388022352941334248e-05 -3.310253669042140245e-05
-3.334530083520803601e-05 7.965427357703447342e-06 -6.194920570123940706e-05 2.209220838267356157e-06 7.094687316566705704e-05 -1.981560490094125271e-04 2.125608734786510468e-04 -3.184980014339089394e-04 9.621167555451393127e-05 4.440845805220305920e-05
-4.239275085637927987e-06 -8.463686754112131894e-06 2.209220838267356157e-06 7.031348832242656499e-05 -1.199373509734869003e-04 2.329819617443718016e-04 -2.745069796219468117e-04 6.778235547244548798e-05 8.337090548593550920e-05 -1.917837944347411394e-04
6.467690400313585997e-05 -8.134820382110774517e-05 7.094687316566705704e-05 -1.199373400595504791e-04 1.970243174582719803e-04 -3.432473167777061462e-04 3.074607811868190765e-04 1.009362749755382538e-04 -2.310517011210322380e-04 3.608803963288664818e-04
-9.696654888102784753e-05 1.361840113531798124e-04 -1.981560490094125271e-04 2.329819399164989591e-04 -3.432473167777061462e-04 6.839514244347810745e-04 -6.186312530189752579e-04 -3.299689851701259613e-04 6.279407534748315811e-04 -7.473776349797844887e-04
1.178959428216330707e-04 -1.794685958884656429e-04 2.125608734786510468e-04 -2.745069796219468117e-04 3.074600826948881149e-04 -6.186312530189752579e-04 6.947214715182781219e-04 1.788027584552764893e-04 -2.865144051611423492e-04 4.492005100473761559e-04
-1.637991736060939729e-04 1.818859018385410309e-04 -3.184976521879434586e-04 6.778235547244548798e-05 1.009362749755382538e-04 -3.299703821539878845e-04 1.788027584552764893e-04 -6.188694387674331665e-04 -8.566654287278652191e-05 2.426536520943045616e-04
6.252886669244617224e-05 -4.388022352941334248e-05 9.621167555451393127e-05 8.337090548593550920e-05 -2.310517011210322380e-04 6.279404042288661003e-04 -2.865137066692113876e-04 -8.566654287278652191e-05 8.187514613382518291e-04 -8.672674885019659996e-04
6.319763997453264892e-06 -3.310253669042140245e-05 4.440845805220305920e-05 -1.917838162626139820e-04 3.608802217058837414e-04 -7.473776349797844887e-04 4.492005100473761559e-04 2.426533028483390808e-04 -8.672676631249487400e-04 7.879905751906335354e-04
